#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1403637133088318976,4.6305829999999996716,-1.7865310000000000912,0.57689500000000004665,0.60589114367434038222,-0.15769622287688578322,-0.77646609740323846438,-0.071624101228528719298,-0.0023500000000000000923,0.003436999999999999951,-0.00059000000000000002963,-0.0025709999999999999347,0.021268999999999999712,0.076860999999999998766,-0.022995999999999999081,0.1258960000000000079,0.057076000000000001733
1403637133288318976,4.6299658540122008432,-1.7846947754242961093,0.57843085034155239388,0.60573373629166871179,-0.15549393515726697701,-0.77652876333862597136,-0.076920258323472184836,-0.0018350307488620373492,0.010951309825036075266,0.031467800777226204167,-0.0025709999999999999347,0.021268999999999999712,0.076860999999999998766,-0.022995999999999999081,0.1258960000000000079,0.057076000000000001733
1403637133488318976,4.6333829688896157606,-1.7834406499286130643,0.59407680286849029461,0.59677126138606928496,-0.16121190722691164376,-0.78191391341420546368,-0.080589293736684969316,0.022116437891384590347,0.00086249607156536726993,0.054132272761241911896,-0.0040010300986751687682,0.021960807710447428909,0.077339182629282438031,-0.065889912171010339703,0.12946617858950582036,0.068620960865223110114
1403637133688318976,4.6391263531086268657,-1.7772003313069122399,0.60878990506856300868,0.58407097450986322773,-0.17044268598342840471,-0.7892052605800218279,-0.083539915187200067259,0.057104585466864934973,0.038076383392241508474,0.15679214875354574588,-0.0048363187966877678806,0.020623560761828745036,0.075865831838079531013,-0.077251248541771760925,0.13097889949323623937,0.071389021872063973539
1403637133888318976,4.6494838804310898439,-1.7713143255165173517,0.66912200002544208743,0.57813707928606983266,-0.18091300389644035529,-0.79005587545333966215,-0.094113682199486167756,0.035364910744448793678,0.023183487923602440206,0.48728527206269950378,-0.0035259824581403069292,0.019811752358400006035,0.075794730496884440973,-0.068091398722347346029,0.13743194699975427864,0.070082987682191191792
1403637134088318976,4.653365820183788415,-1.7693173890152111838,0.79260785600613803403,0.57274095009978920334,-0.18832759534860224471,-0.79070439233883360597,-0.10634410059660594217,0.023409646056723239921,0.00094638129395516797787,0.67621454259817848076,-0.0038676667769370733432,0.021042012493529594491,0.075833181037776836719,-0.056595638009300446025,0.15766877644346827259,0.054453167812712727214
1403637134288318976,4.6548569793149798812,-1.7695777185359971018,0.92318707030522895174,0.58118097949303437755,-0.18763881619365652131,-0.78076462819776526469,-0.13210642274778924832,0.0035953574881468792351,-0.0082192863859352188055,0.57812419260464897874,-0.0039168710224024251218,0.021255873290406120807,0.075829180315159921966,-0.053737014531504409542,0.16005115138259626284,0.045515379113421003399
1403637134488318976,4.6543355186898294207,-1.769898825524398811,0.98951985913100437564,0.60351630984963688942,-0.19200190741376171877,-0.76191234061089607721,-0.13571962323886629931,-0.013206646078581421588,0.0099722942466835759467,0.024710992241062903346,-0.0037579203893378489501,0.020986473544021159998,0.075883788065801441314,-0.023414024101422289265,0.17494199921279554588,0.026617943401132090897
1403637134688318976,4.6494304706068136923,-1.7599055728556391998,0.92583831725089016373,0.59053190559589086028,-0.19698807068053283964,-0.7708313735533438571,-0.13534623295445258329,-0.031839659504242820431,0.068350853326741747851,-0.63685023280796981826,-0.0038287615930455770261,0.022732575247332260232,0.076027110803085079516,-0.014326646541404714635,0.18795925805952104493,0.00019696534175994359628
1403637134888318976,4.6474399602759914885,-1.7506645236577982327,0.77485118985705825345,0.55429276854721076795,-0.19885985778607423446,-0.79975770011728053444,-0.11680068096183038318,0.010539820399249021088,0.004895735685179482613,-0.7626182750853820469,-0.0040992810045520997747,0.021719465746650460508,0.075061445172342478038,-0.026585774714197124569,0.18738215252040335557,-0.013606606228036395578
1403637135088318976,4.6531229010524253198,-1.749468349725305405,0.65919709089881439734,0.53829535065747091682,-0.20775983438643430556,-0.81062147518809946067,-0.10007135980562897881,0.028449885763556673896,0.016434142365676245034,-0.37619664638973770998,-0.0037981445852635856847,0.021085950724689144636,0.075666805388191468729,-0.056409355028154486988,0.17350021069497420512,-0.023179184423181304481
1403637135288318976,4.6576365350960005074,-1.7445925432572073621,0.64598822401501609924,0.51938747629492321156,-0.20605614780326267366,-0.82332059875471808041,-0.099882891083429251045,-0.0025700779474704619348,0.052874463477730025696,0.31517184105224971269,-0.0034007825619877854982,0.021777455928344378183,0.076000861927657925587,-0.077426968941889481868,0.15898718699543226696,0.0061814468873986685993
1403637135488318976,4.6521317712186300852,-1.7342665988360628226,0.77547737936592620045,0.53556739524246532724,-0.20169208891059900446,-0.81172927050038590213,-0.11679270028855746888,-0.037570301508162692872,0.060727483809784363333,0.87628675378538745111,-0.0027422859561811339588,0.020868155085080931227,0.076572213090839225114,-0.078180726364844174703,0.16911325053579848166,0.0023134740687573477312
1403637135688318976,4.6429632273687859723,-1.7272511367250291681,0.94960873190598360516,0.56873927129619794574,-0.19795060914821099862,-0.78602400718107434674,-0.13989984790546552973,-0.038194300370707923165,0.012335376169317971429,0.78673503649938714144,-0.0024858050414539372905,0.021319942006696197129,0.076946334890151721342,-0.065568784849835873296,0.17984884089795993845,-0.0043706653692960253238
1403637135888318976,4.6367019303775700578,-1.7256779136132451846,1.0491611824486286597,0.59129304876292188009,-0.20398480421065837143,-0.76819327501829837157,-0.13673314969707495159,-0.030072493873890219357,0.022259508255502977181,0.13590942694154337089,-0.002557854947147768232,0.021525115370087600369,0.077386716818763010006,-0.044405539380651212755,0.17739016641200497371,-0.032296987964848353214
1403637136088318976,4.6276578534233996365,-1.7229534188038708731,0.99544643663734877492,0.58264736450198884032,-0.20423910399925707115,-0.77503877268079202079,-0.1348441919279310397,-0.070897420787505549544,0.0080405128888814594162,-0.62451860136547909796,-0.0023996533911720221467,0.022935837878028626086,0.077065154141367497864,-0.025650892171776296102,0.15388508109297213688,-0.017330918164087345118
1403637136288318976,4.6197988519941910468,-1.7242744379636407714,0.83261251491754395548,0.55316352892233056071,-0.20677541726600420779,-0.7963069390078423293,-0.13122409419154362764,-0.016580204142405845225,-0.026486712022404934608,-0.86570145691983790837,-0.0026203639399139176495,0.021397468415476288139,0.076742981892158113055,-0.030464313743556500902,0.18470138915526587708,-0.028289194390110336541
1403637136488318976,4.6268050164668013124,-1.7312941039368459073,0.68696555588677910009,0.51624804867490792226,-0.21583161522731375559,-0.82136663397933684649,-0.11111915299716432215,0.050542011760166802303,-0.036951989078378322251,-0.50006303814060415469,-0.0026636716105639182683,0.022081341517655166118,0.07660674889661067688,-0.041103332135720406504,0.16369343426745019965,-0.035164564856449809227
1403637136688318976,4.6352815244743243994,-1.7339321415673654148,0.66613246280908011698,0.50323110196295717245,-0.21726811674026599852,-0.8300225015331795797,-0.10349559932903877602,0.021829976180156938914,0.014389700437172726899,0.32543918355028872424,-0.0025321570792426837532,0.022303054135717530204,0.07672234516947785965,-0.066097581724753828869,0.15719611851727591234,-0.024016388371110565514
1403637136888318976,4.6364836404386942093,-1.7295403979680339379,0.80996937615166308966,0.52041577492972257435,-0.21248339790710099595,-0.81977445517435842959,-0.10991970902843528624,0.0021257416487295327685,0.045245153574551277842,0.97956665631085826362,-0.0024491057643945997324,0.022444449195309291306,0.076862723758251094708,-0.084938395497524465938,0.16061026435994599226,-0.0087973887346056364733
1403637137088318976,4.6359847107521208187,-1.7187796163927979709,1.0002891404061877711,0.55743634205285796934,-0.21836377538968090861,-0.78986636554464506599,-0.13333859449654736351,0.015828823644074493937,0.030968622634357907686,0.79261907405262410631,-0.0026446829740894672693,0.02175808406480377391,0.076696692620123269046,-0.087923476741933778711,0.17975713985316937871,-0.037177151069883868084
