1403636859701666560,0.01613,-0.07198,0.23818,-0.03502,0.81641,0.03930,0.57507,0.05437,-0.01221,0.46931,
1403636859801666560,0.01964,-0.07195,0.28490,-0.01958,0.81059,0.03407,0.58429,0.03522,-0.00697,0.45676,
1403636859901666304,0.01865,-0.07092,0.32859,-0.00495,0.80566,0.02967,0.59161,-0.00208,0.00567,0.40136,
1403636860001666560,0.01978,-0.07355,0.36087,-0.01392,0.80414,0.03633,0.59316,-0.00754,-0.02601,0.23879,
1403636860101666560,0.02306,-0.07980,0.36941,-0.02580,0.80610,0.04200,0.58973,0.01407,-0.04418,-0.06849,
1403636860201666560,0.02441,-0.08476,0.34713,-0.02522,0.81194,0.03835,0.58194,-0.00846,-0.03866,-0.38626,
1403636860301666560,0.02039,-0.08781,0.29947,-0.02588,0.81893,0.03266,0.57238,-0.02754,-0.03278,-0.55859,
1403636860401666304,0.01606,-0.09057,0.24135,-0.02597,0.83128,0.02753,0.55456,-0.05148,-0.02543,-0.59045,
1403636860501666560,0.00999,-0.09287,0.18491,-0.02663,0.84380,0.02209,0.53555,-0.05532,-0.01289,-0.52116,
1403636860601666560,0.00474,-0.09439,0.13959,-0.03240,0.85303,0.02156,0.52040,-0.05519,-0.01020,-0.37361,
1403636860701666560,-0.00068,-0.09535,0.11013,-0.03692,0.85717,0.02510,0.51309,-0.04428,-0.01225,-0.19324,
1403636860801666560,-0.00484,-0.09644,0.10228,-0.03179,0.85749,0.03066,0.51261,-0.02263,-0.01230,0.04996,
1403636860901666304,-0.00679,-0.09708,0.12144,-0.02695,0.85807,0.03527,0.51162,0.00414,-0.00717,0.32400,
1403636861001666560,-0.00518,-0.09746,0.16515,-0.02705,0.85626,0.03992,0.51429,0.03301,-0.00939,0.52947,
1403636861101666560,-0.00104,-0.09798,0.22329,-0.02660,0.84931,0.03954,0.52574,0.05707,-0.00510,0.61584,
1403636861201666560,0.00451,-0.09889,0.28618,-0.02535,0.83748,0.03875,0.54451,0.05998,-0.00782,0.63579,
1403636861301666560,0.00911,-0.10041,0.34826,-0.02736,0.82383,0.03891,0.56484,0.03960,-0.01752,0.59335,
1403636861401666304,0.01207,-0.10318,0.39924,-0.02907,0.81271,0.03582,0.58084,0.03225,-0.02254,0.40221,
1403636861501666560,0.01427,-0.10581,0.42362,-0.02835,0.80568,0.03335,0.59073,0.01906,-0.02292,0.07400,
1403636861601666560,0.01544,-0.10806,0.41448,-0.02614,0.80623,0.03236,0.59014,0.00611,-0.01638,-0.26484,
1403636861701666560,0.01575,-0.10914,0.37666,-0.02727,0.81225,0.03299,0.58174,-0.00800,-0.00029,-0.49280,
1403636861801666560,0.01405,-0.10916,0.32404,-0.02631,0.81861,0.03532,0.57265,-0.02603,0.00931,-0.56444,
1403636861901666304,0.01008,-0.10704,0.26697,-0.02982,0.82620,0.03713,0.56136,-0.04110,0.03016,-0.57773,
