# timestamp tx ty tz qx qy qz qw
1.403638518077829361e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.626838540801538516e-02 -8.345547233196137782e-01 0.000000000000000000e+00 5.506848040586731496e-01
1.403638518127829552e+09 3.164634108543395996e-06 3.669090801849961281e-06 5.680415779352188110e-05 -1.630016268741968366e-02 -8.345649440519842255e-01 5.542731873605159337e-05 5.506683718752007906e-01
1.403638518177829504e+09 8.487684681313112378e-06 5.946448072791099548e-05 1.408467069268226624e-04 -1.632165148457362727e-02 -8.345640223481896047e-01 8.491088294699252294e-05 5.506691285018333604e-01
1.403638518227829695e+09 2.625948582135606557e-06 1.856716116890311241e-04 2.199485898017883301e-04 -1.630291304869016522e-02 -8.345666333905886747e-01 1.025692885201203250e-04 5.506657234082822372e-01
1.403638518277829409e+09 -2.288167452206835151e-04 8.394370670430362225e-04 -3.350777842570096254e-04 -1.383127812872374414e-02 -8.352679501247429750e-01 -3.653978415576815148e-03 5.496569800170595377e-01
1.403638518327829599e+09 4.495377361308783293e-04 1.035827561281621456e-03 4.121105012018233538e-04 -1.411678205361626727e-02 -8.343999006698877841e-01 -3.149219179855338065e-03 5.509696948518032489e-01
1.403638518377829552e+09 -3.464651308604516089e-05 3.302792611066251993e-04 7.145491545088589191e-04 -1.511016161841572530e-02 -8.348002175014144211e-01 -1.742836499580773012e-03 5.503428407787205323e-01
1.403638518427829504e+09 -4.496409092098474503e-04 4.126490384805947542e-04 8.687531226314604282e-04 -1.543510085710184283e-02 -8.357096581669498647e-01 -1.274802206218882258e-03 5.489530943417170183e-01
1.403638518477829456e+09 -1.335834094788879156e-04 1.059978501871228218e-03 4.961736849509179592e-04 -1.680707130796262050e-02 -8.345617971582881545e-01 8.850011215803622660e-04 5.506571944967141308e-01
1.403638518527829647e+09 5.617245915345847607e-04 6.654041353613138199e-04 5.814647302031517029e-04 -1.632562929695072565e-02 -8.332178107498741104e-01 1.877355425497661450e-04 5.527038252379039562e-01
1.403638518577829361e+09 2.737084287218749523e-04 5.478421226143836975e-04 3.537885495461523533e-04 -1.598736643276942732e-02 -8.339736458956811260e-01 -3.710457239037814512e-04 5.515725014819722327e-01
1.403638518627829552e+09 4.631767806131392717e-04 8.372319862246513367e-04 3.392774378880858421e-04 -1.588342286792271060e-02 -8.341399754147026391e-01 -5.210377105336875701e-04 5.513238130290241124e-01
1.403638518677829504e+09 3.637360059656202793e-04 7.363499025814235210e-04 6.693105679005384445e-04 -1.599435563153342454e-02 -8.341158539447088849e-01 -3.665034008950009093e-04 5.513572240038924210e-01
1.403638518727829695e+09 6.516455323435366154e-05 2.772496955003589392e-04 7.936907350085675716e-04 -1.577232951030471675e-02 -8.343896795451046788e-01 -7.670393614579372162e-04 5.509487344037138357e-01
1.403638518777829409e+09 -2.419479133095592260e-04 -6.821041461080312729e-05 8.885620045475661755e-04 -1.553268392975882053e-02 -8.344902679206201990e-01 -1.179449681651424274e-03 5.508024485912879076e-01
1.403638518827829599e+09 -4.536389606073498726e-04 -9.940839663613587618e-05 9.108078666031360626e-04 -1.547715690336567279e-02 -8.345719417064698664e-01 -1.226408965830402646e-03 5.506801500431351970e-01
1.403638518877829552e+09 -5.996868712827563286e-04 6.421233410947024822e-05 4.694959498010575771e-04 -1.557351551172321720e-02 -8.345745874751386850e-01 -1.039634975619348764e-03 5.506738079066640923e-01
1.403638518927829504e+09 -6.085354834794998169e-04 -2.877725055441260338e-04 2.914361539296805859e-04 -1.568296257082200593e-02 -8.344862480568155938e-01 -8.954553013372160012e-04 5.508048153827853621e-01
1.403638518977829456e+09 -4.934177850373089314e-04 -1.870967680588364601e-04 5.767763359472155571e-04 -1.567025354669465340e-02 -8.345127616226485356e-01 -9.394022450945504381e-04 5.507649329488442103e-01
1.403638519027829647e+09 -2.619343867991119623e-04 -7.734158862149342895e-05 7.871486595831811428e-04 -1.571793208904841144e-02 -8.345030682782458298e-01 -8.423935041764949155e-04 5.507784182574888554e-01
1.403638519077829361e+09 -4.797359288204461336e-04 -4.751910091727040708e-05 8.381472434848546982e-04 -1.569933759240001170e-02 -8.345982722465108417e-01 -8.884900273084392818e-04 5.506346023887076502e-01
1.403638519127829552e+09 -5.673867417499423027e-04 -2.370288857491686940e-04 -1.017540198517963290e-04 -1.566068755441427443e-02 -8.345968336050002545e-01 -9.642567736654413142e-04 5.506377560708174412e-01
1.403638519177829504e+09 -7.672852370887994766e-04 -3.011749649886041880e-04 -5.629805382341146469e-04 -1.562490536925566220e-02 -8.345956499420499330e-01 -1.032005841636180138e-03 5.506404438414889135e-01
1.403638519227829695e+09 -6.138096796348690987e-04 1.558633084641769528e-04 -4.710345529019832611e-04 -1.557343236116544467e-02 -8.346122934328878973e-01 -1.065575729478827633e-03 5.506166110857462215e-01
1.403638519277829409e+09 -3.117093583568930626e-04 3.849353815894573927e-04 -2.120948920492082834e-04 -1.554877830463901114e-02 -8.345930865161054202e-01 -1.084205033526948339e-03 5.506463837456839761e-01
1.403638519327829599e+09 -3.339830436743795872e-04 2.434447087580338120e-04 -5.298248142935335636e-04 -1.556561763554748130e-02 -8.345785669793367445e-01 -1.061964346445458569e-03 5.506679574099690999e-01
1.403638519377829552e+09 -5.283702048473060131e-04 -6.470788503065705299e-04 -5.191778764128684998e-04 -1.556666326274959260e-02 -8.346332610735756052e-01 -1.128903084317985864e-03 5.505848927117225067e-01
1.403638519427829504e+09 -6.699287914671003819e-04 -8.079289109446108341e-04 -7.815393619239330292e-04 -1.553800200078251856e-02 -8.346241017026471143e-01 -1.156651202124623105e-03 5.505995291578713591e-01
1.403638519477829456e+09 -9.158875909633934498e-04 -8.953497745096683502e-04 -5.961059941910207272e-04 -1.555771574966188439e-02 -8.346421761723822330e-01 -1.132625975910482368e-03 5.505716233091580980e-01
1.403638519527829647e+09 -6.539270398207008839e-04 -1.076395274139940739e-04 -5.262623308226466179e-04 -1.555777959303791640e-02 -8.346372162099283676e-01 -1.100854741967366305e-03 5.505792049563010826e-01
1.403638519577829361e+09 -8.243383490480482578e-04 3.933042899006977677e-05 -5.572775262407958508e-04 -1.556529546723898344e-02 -8.346292346380669303e-01 -1.051079170151841520e-03 5.505911890841248546e-01
1.403638519627829552e+09 -7.789799710735678673e-04 6.004273745929822326e-05 7.004971848800778389e-06 -1.558671322014999923e-02 -8.346212545382535319e-01 -1.041882485473743288e-03 5.506026973461637386e-01
1.403638519677829504e+09 -8.702811901457607746e-04 -7.497968181269243360e-05 -1.740245206747204065e-04 -1.560412670040681529e-02 -8.346236081757860692e-01 -1.027506044866278740e-03 5.505986633991017953e-01
1.403638519727829695e+09 -8.657058351673185825e-04 -2.808967838063836098e-05 -4.886291571892797947e-04 -1.562444034594147324e-02 -8.346053498281477134e-01 -9.571816827132721825e-04 5.506258899700753329e-01
1.403638519777829409e+09 -8.054623613134026527e-04 -5.344165401766076684e-05 -1.323601929470896721e-03 -1.566202118291535467e-02 -8.345821099068583271e-01 -9.217173931901208274e-04 5.506601069198034937e-01
1.403638519827829599e+09 -7.157564396038651466e-04 -1.223123981617391109e-04 -1.523182145319879055e-03 -1.564762380403282929e-02 -8.345818581488871901e-01 -9.822748907117467582e-04 5.506607930968731024e-01
1.403638519877829552e+09 -5.876689101569354534e-04 -2.800078946165740490e-04 -1.620176597498357296e-03 -1.565939948906060544e-02 -8.345822776361947470e-01 -9.719423349569409265e-04 5.506598409102673175e-01
1.403638519927829504e+09 -7.036409224383533001e-04 -4.636573721654713154e-04 -1.123125897720456123e-03 -1.566405783750456776e-02 -8.345740454221608484e-01 -9.778128025146829577e-04 5.506721746028898634e-01
1.403638519977829456e+09 -7.682498544454574585e-04 -6.234642351046204567e-04 -1.077301567420363426e-03 -1.566826879432397721e-02 -8.345837352054530367e-01 -9.398336716522658670e-04 5.506574352500588354e-01
1.403638520027829647e+09 -9.005145402625203133e-04 -6.926014320924878120e-04 -1.099158311262726784e-03 -1.571113014715039627e-02 -8.345824253128721892e-01 -8.970610553488882286e-04 5.506582706450948717e-01
1.403638520077829361e+09 -8.755046874284744263e-04 -6.890451186336576939e-04 -1.136446371674537659e-03 -1.571438732284985082e-02 -8.345646913692519320e-01 -9.225136002898724112e-04 5.506850124340317842e-01
1.403638520127829552e+09 -8.040887769311666489e-04 -1.401216577505692840e-04 -9.680577786639332771e-04 -1.568620857857407069e-02 -8.345715508009992067e-01 -8.992759507010857252e-04 5.506754586476585445e-01
1.403638520177829504e+09 -8.611863013356924057e-04 -2.782666706480085850e-04 -1.032099826261401176e-03 -1.568544406703099164e-02 -8.345926068412304888e-01 -9.154577487849444766e-04 5.506435411293677529e-01
1.403638520227829695e+09 -9.596200543455779552e-04 -2.769528655335307121e-04 -1.191792194731533527e-03 -1.568234402071247771e-02 -8.345896540211396042e-01 -9.127155507834091479e-04 5.506481094466896264e-01
1.403638520277829409e+09 -1.090194913558661938e-03 -2.893766504712402821e-04 -1.262197736650705338e-03 -1.569154351506758457e-02 -8.345912969968725115e-01 -9.052211833476840391e-04 5.506453695563071626e-01
1.403638520327829599e+09 -1.132165431044995785e-03 -2.354540192754939198e-04 -1.282361219637095928e-03 -1.567503792078743172e-02 -8.345693850847042405e-01 -8.854429951620829044e-04 5.506790813679260932e-01
