# timestamp tx ty tz qx qy qz qw
1.413393886005760670e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.881542707876405346e-02 -8.124817800009447311e-01 0.000000000000000000e+00 5.826828784770841096e-01
1.413393886055760384e+09 -2.641500905156135559e-04 -8.237080182880163193e-04 -9.070243686437606812e-05 1.879550200629295786e-02 -8.124108945945840432e-01 -5.360861535537310131e-05 5.827823475144691123e-01
1.413393886105760574e+09 -8.590287179686129093e-04 -2.735278569161891937e-03 -3.019310534000396729e-04 1.867220927153772150e-02 -8.124630467951050594e-01 2.318870979484899061e-05 5.827136051746335532e-01
1.413393886155760527e+09 -1.737177139148116112e-03 -5.668626632541418076e-03 -4.036016762256622314e-04 1.864280668503120672e-02 -8.124472792351854489e-01 -2.753235719186925598e-05 5.827365300581544005e-01
1.413393886205760717e+09 -1.330548548139631748e-04 1.687196490820497274e-04 2.027801820077002048e-04 7.358564272860329547e-03 -8.092516378378350472e-01 1.584641021343305770e-02 5.872022900772537746e-01
1.413393886255760431e+09 -1.371696853311732411e-04 1.522690872661769390e-04 1.910911669256165624e-04 7.023880904570545779e-03 -8.089001446622028357e-01 1.626679235268513324e-02 5.876790046692671465e-01
1.413393886305760622e+09 -8.028016600292176008e-05 5.120693458593450487e-05 2.096772950608283281e-04 7.349099868622887589e-03 -8.089280703133576722e-01 1.570748604151327166e-02 5.876518039387643721e-01
1.413393886355760574e+09 -4.541105954558588564e-05 1.698803971521556377e-04 2.645890926942229271e-04 6.549017152607031905e-03 -8.089789889519692911e-01 1.679111673959584813e-02 5.875612003929646665e-01
1.413393886405760527e+09 -8.948257891461253166e-05 3.057198773603886366e-04 2.390591689618304372e-04 5.666226210278920913e-03 -8.088994114228074128e-01 1.811555047679453204e-02 5.876405899112929765e-01
1.413393886455760479e+09 -3.391343852854333818e-05 2.576558326836675406e-04 2.954211086034774780e-04 6.258003041028708038e-03 -8.088707442226761302e-01 1.731064253782930301e-02 5.876983054199830248e-01
1.413393886505760670e+09 -3.180852945661172271e-05 1.935822365339845419e-04 2.505159645806998014e-04 6.392854015935822004e-03 -8.089276831991155658e-01 1.703844339097779562e-02 5.876264342407127028e-01
1.413393886555760384e+09 -3.583220313885249197e-05 2.243595663458108902e-04 2.533723018132150173e-04 6.316933173574798034e-03 -8.088227925100651694e-01 1.714433691198269730e-02 5.877685415053693907e-01
1.413393886605760574e+09 -3.217541961930692196e-05 1.992730249185115099e-04 1.985025010071694851e-04 6.333810786367312026e-03 -8.088552411219146476e-01 1.714940380886332064e-02 5.877235572099627214e-01
1.413393886655760527e+09 -3.976344669354148209e-05 9.850141941569745541e-05 1.864382065832614899e-04 6.398936334822704318e-03 -8.089118691825419871e-01 1.702063424611174533e-02 5.876486531246788436e-01
1.413393886705760717e+09 3.142678906442597508e-05 1.746522320900112391e-04 1.561520184623077512e-04 6.404221842062236651e-03 -8.088654681991952478e-01 1.710569943624920888e-02 5.877099925509954303e-01
1.413393886755760431e+09 3.175182791892439127e-05 2.590140502434223890e-04 3.432917874306440353e-04 6.362333770720816559e-03 -8.088756643251675538e-01 1.719938930385987025e-02 5.876936798869654144e-01
1.413393886805760622e+09 2.133653651981148869e-05 2.513701037969440222e-04 4.250478523317724466e-04 6.402817374633024139e-03 -8.089652422206263793e-01 1.706483663720288410e-02 5.875738525148441749e-01
1.413393886855760574e+09 4.310862641432322562e-05 1.749961375026032329e-04 4.853895516134798527e-04 6.392509805495880278e-03 -8.089786937932187394e-01 1.704043991521904042e-02 5.875561523926883245e-01
1.413393886905760527e+09 1.750650408212095499e-04 2.273696591146290302e-04 4.786788776982575655e-04 6.466998293775218405e-03 -8.089918558735894605e-01 1.701247580330415149e-02 5.875380249229116281e-01
1.413393886955760479e+09 9.643481462262570858e-05 2.178224240196868777e-04 5.660968599840998650e-04 6.401806603667820061e-03 -8.091057545928967976e-01 1.714848974660031916e-02 5.873779226837514411e-01
1.413393887005760670e+09 8.556448301533237100e-05 1.242690195795148611e-04 5.398524226620793343e-04 6.410298197126912054e-03 -8.091631271399669645e-01 1.713420768094009797e-02 5.872992088205463146e-01
1.413393887055760384e+09 9.578239405527710915e-05 9.216954640578478575e-05 5.692460690625011921e-04 6.397261619320916172e-03 -8.091624817024688499e-01 1.711766262239914488e-02 5.873007226925757163e-01
1.413393887105760574e+09 2.146643282685545273e-06 -2.659297751961275935e-05 5.108050536364316940e-04 6.377655217487706099e-03 -8.092571078704787757e-01 1.703056418791326979e-02 5.871730739385760955e-01
1.413393887155760527e+09 6.697026947222184390e-06 -1.029026043397607282e-05 5.240431055426597595e-04 6.327478678665198787e-03 -8.092298505517679930e-01 1.708711184905486666e-02 5.872095389196193560e-01
1.413393887205760717e+09 7.379802264040336013e-05 4.734503818326629698e-05 5.221850005909800529e-04 6.371432711078361781e-03 -8.092149236665220347e-01 1.711315420543938273e-02 5.872288754086721907e-01
1.413393887255760431e+09 2.501625931472517550e-05 2.059607504634186625e-05 5.742649082094430923e-04 6.380093969087109913e-03 -8.092610523761950558e-01 1.724340141338185847e-02 5.871613991191994009e-01
1.413393887305760622e+09 -1.634049658605363220e-05 -1.337690628133714199e-04 5.164911854080855846e-04 6.437380621055407981e-03 -8.092837696440747797e-01 1.707282180127062468e-02 5.871344471900433737e-01
1.413393887355760574e+09 -9.497646533418446779e-05 -2.720093762036412954e-04 5.134972743690013885e-04 6.379305851704471751e-03 -8.092623359580891629e-01 1.696677754912325961e-02 5.871676970986277055e-01
1.413393887405760527e+09 -1.318316790275275707e-04 -2.214021951658651233e-04 5.035710637457668781e-04 6.355882936473080703e-03 -8.093240068178921831e-01 1.692257781225656524e-02 5.870842197679293495e-01
1.413393887455760479e+09 -1.186431400128640234e-04 -8.695999713381752372e-05 5.395788466557860374e-04 6.308170993518634646e-03 -8.093442353697423153e-01 1.710196837990108146e-02 5.870516487754858792e-01
1.413393887505760670e+09 -6.632579606957733631e-05 -5.552854054258204997e-05 5.002659745514392853e-04 6.389892221912155633e-03 -8.093402420532957997e-01 1.715877287021683878e-02 5.870546127781410828e-01
1.413393887555760384e+09 -1.911332401505205780e-05 -5.934741056989878416e-05 5.991872167214751244e-04 6.401396125140504899e-03 -8.092944329515178170e-01 1.716033493540143270e-02 5.871175911401694814e-01
1.413393887605760574e+09 -2.483154821675270796e-05 -1.388770033372566104e-04 6.742787663824856281e-04 6.487741413402569983e-03 -8.092574839586588187e-01 1.679850134925293600e-02 5.871780345182141536e-01
1.413393887655760527e+09 -1.928058554767630994e-05 -1.767251815181225538e-04 9.587295353412628174e-04 6.260644477063897172e-03 -8.090458295934670474e-01 1.705391845691609995e-02 5.874647341018992552e-01
1.413393887705760717e+09 -3.300332900835201144e-05 -2.957676770165562630e-04 6.128391250967979431e-04 6.195573429474045095e-03 -8.091317786135313606e-01 1.710803759177038225e-02 5.873454645754419001e-01
1.413393887755760431e+09 -1.002309873001649976e-04 -3.419938439037650824e-04 7.131822057999670506e-04 6.230217114749144781e-03 -8.090359192122364984e-01 1.709001804338399974e-02 5.874776566835470115e-01
1.413393887805760622e+09 -4.571148019749671221e-05 -2.508009492885321379e-04 5.912058404646813869e-04 6.352329060459173567e-03 -8.091951480560218846e-01 1.701159748327325805e-02 5.872592833060775730e-01
1.413393887855760574e+09 -9.461618901696056128e-05 -3.236429474782198668e-04 6.118791061453521252e-04 6.304309881082776311e-03 -8.091544139302906391e-01 1.706621159138738131e-02 5.873143404651116617e-01
1.413393887905760527e+09 -2.690185283427126706e-05 -3.326138539705425501e-04 3.841874422505497932e-04 6.361278940752045433e-03 -8.093136256113693250e-01 1.696849552974549757e-02 5.870971467223080609e-01
1.413393887955760479e+09 -2.578812382125761360e-05 -3.562927886378020048e-04 5.531866918317973614e-04 6.310517562288137788e-03 -8.092562123582434097e-01 1.711644140756765978e-02 5.871725364500853805e-01
1.413393888005760670e+09 -3.411034049349837005e-05 -2.244320785393938422e-04 4.773708642460405827e-04 6.418084471236187340e-03 -8.093046225062392462e-01 1.703205450885957040e-02 5.871070986634049360e-01
1.413393888055760384e+09 -1.050027276505716145e-04 -2.698730677366256714e-04 4.531617450993508101e-04 6.357166358358595434e-03 -8.093787910488517978e-01 1.701842596309989519e-02 5.870059047521833939e-01
1.413393888105760574e+09 -1.297361741308122873e-04 -2.593903627712279558e-04 4.325279151089489460e-04 6.427015645310774766e-03 -8.094187381079666066e-01 1.704910397992218107e-02 5.869491697950375286e-01
1.413393888155760527e+09 -1.602163829375058413e-04 -1.717996929073706269e-04 5.140606663189828396e-04 6.365657773898320687e-03 -8.092995277114954922e-01 1.700068510655302484e-02 5.871156015240642789e-01
1.413393888205760717e+09 -2.046429144684225321e-04 -3.231942828278988600e-04 4.624499706551432610e-04 6.463267067166282055e-03 -8.094163151785915833e-01 1.696445339642543501e-02 5.869545657225012647e-01
1.413393888255760431e+09 -2.242121408926323056e-04 -3.300091775599867105e-04 5.491348565556108952e-04 6.372373470910434531e-03 -8.094077604443108420e-01 1.696702630320245583e-02 5.869672820586329109e-01
1.413393888305760622e+09 -2.122662117471918464e-04 -3.776247322093695402e-04 5.131924990564584732e-04 6.430033834521287073e-03 -8.094104840602486250e-01 1.685875595094668555e-02 5.869660171645606495e-01
1.413393888355760574e+09 -2.156044647563248873e-04 -2.689836255740374327e-04 6.051053060218691826e-04 6.361249582478649758e-03 -8.093855057049925694e-01 1.704195571609855991e-02 5.869959194098314237e-01
1.413393888405760527e+09 -1.928312412928789854e-04 -2.745535748545080423e-04 6.189891137182712555e-04 6.409994178893113452e-03 -8.092619590331772139e-01 1.677722072702051218e-02 5.871733291806497945e-01
