1403636580813555456,-0.01076,0.01484,-0.16337,-0.04276,0.84177,0.04577,0.53618,0.07333,0.00428,0.74937,
1403636580913555456,-0.00362,0.01602,-0.08532,-0.04003,0.83327,0.05169,0.54899,0.06953,0.02005,0.77981,
1403636581013555456,0.00128,0.01731,-0.01010,-0.05815,0.82354,0.06692,0.56029,0.04585,0.02093,0.69724,
1403636581113555456,0.00746,0.01770,0.05498,-0.06218,0.81732,0.06589,0.56901,0.05065,-0.00009,0.60115,
1403636581213555456,0.01255,0.01650,0.10946,-0.06311,0.80994,0.05874,0.58014,0.02569,-0.02009,0.47105,
1403636581313555456,0.01510,0.01448,0.14850,-0.06470,0.80161,0.05595,0.59169,-0.02044,-0.01706,0.25285,
1403636581413555456,0.01558,0.01082,0.15704,-0.06526,0.79925,0.05792,0.59463,-0.03144,-0.02390,-0.10122,
1403636581513555456,0.01421,0.00800,0.13109,-0.06118,0.80400,0.06225,0.58818,-0.02954,-0.01299,-0.42525,
1403636581613555456,0.00938,0.00732,0.08074,-0.05966,0.80990,0.06030,0.58040,-0.01769,-0.00096,-0.60667,
1403636581713555456,0.00582,0.00542,0.01839,-0.05837,0.81410,0.06010,0.57464,-0.02623,-0.02040,-0.66905,
1403636581813555456,-0.00216,0.00562,-0.04613,-0.05225,0.81351,0.05613,0.57647,-0.06288,-0.01046,-0.67666,
1403636581913555456,-0.01023,0.00550,-0.11157,-0.05775,0.81112,0.05731,0.57919,-0.05326,0.00928,-0.64443,
1403636582013555456,-0.01290,0.00491,-0.17434,-0.06584,0.81883,0.06026,0.56705,-0.04162,0.00700,-0.56459,
1403636582113555456,-0.01702,0.00691,-0.22267,-0.06361,0.82870,0.06224,0.55257,-0.04873,0.02190,-0.37449,
1403636582213555456,-0.02066,0.01127,-0.24719,-0.07351,0.83551,0.07098,0.53989,-0.02191,0.02346,-0.07513,
1403636582313555456,-0.02006,0.01442,-0.23730,-0.07620,0.83787,0.07373,0.53548,0.01631,0.02350,0.28834,
1403636582413555456,-0.01885,0.01722,-0.19451,-0.07859,0.83346,0.07319,0.54205,0.01848,0.01477,0.53392,
1403636582513555456,-0.01605,0.01787,-0.13505,-0.07800,0.82540,0.07281,0.55438,0.03449,-0.00413,0.63932,
1403636582613555456,-0.01347,0.01696,-0.06921,-0.07749,0.82088,0.07494,0.56083,0.03118,-0.02330,0.66916,
1403636582713555456,-0.01103,0.01366,-0.00280,-0.07413,0.81873,0.07120,0.56490,0.03708,-0.03851,0.65768,
1403636582813555456,-0.00572,0.00906,0.06179,-0.07202,0.81504,0.06304,0.57144,0.05501,-0.06048,0.64622,
1403636582913555456,-0.00133,0.00377,0.12336,-0.06781,0.80752,0.05193,0.58362,0.02303,-0.05316,0.56766,
1403636583013555456,-0.00114,-0.00073,0.17010,-0.06549,0.79772,0.04731,0.59759,-0.01250,-0.03364,0.34202,
1403636583113555456,-0.00220,-0.00299,0.18856,-0.06066,0.79298,0.04601,0.60448,-0.00467,-0.02212,0.02564,
1403636583213555456,-0.00232,-0.00554,0.17420,-0.05744,0.79324,0.04877,0.60423,0.00035,0.01208,-0.30400,
1403636583313555456,-0.00198,-0.00457,0.13465,-0.05624,0.79488,0.04975,0.60211,0.02154,0.00886,-0.51783,
1403636583413555456,-0.00143,-0.00554,0.07663,-0.06061,0.79662,0.05293,0.59910,0.01119,-0.01315,-0.64810,
1403636583513555456,-0.00212,-0.00743,0.01135,-0.06473,0.79891,0.05953,0.59499,-0.00633,-0.01499,-0.69271,
1403636583613555456,-0.00254,-0.00909,-0.05813,-0.06504,0.80357,0.06480,0.58809,-0.00578,-0.00627,-0.70388,
1403636583713555456,-0.00545,-0.00740,-0.12632,-0.07082,0.81476,0.06496,0.57178,-0.03412,0.01236,-0.63223,
1403636583813555456,-0.00959,-0.00774,-0.18476,-0.07639,0.82680,0.06387,0.55361,-0.04299,0.00045,-0.51865,
1403636583913555456,-0.01388,-0.00707,-0.23127,-0.07413,0.83352,0.06746,0.54332,-0.04950,-0.00279,-0.37911,
1403636584013555456,-0.01876,-0.00518,-0.25863,-0.07577,0.83511,0.07538,0.53960,-0.05193,0.01969,-0.15666,
