1403638519127829504,-0.00031,-0.00008,-0.00003,-0.00370,0.83299,0.00254,0.55327,-0.00030,0.00048,-0.00012,
1403638519227829504,-0.00052,-0.00006,0.00001,-0.00353,0.83302,0.00240,0.55323,-0.00014,0.00116,-0.00033,
1403638519327829504,-0.00090,0.00019,-0.00042,-0.00337,0.83304,0.00227,0.55320,-0.00050,0.00253,-0.00241,
1403638519427829504,-0.00138,0.00059,-0.00195,-0.00326,0.83305,0.00223,0.55319,0.00038,0.00242,-0.00420,
1403638519527829504,-0.00098,0.00011,-0.00260,-0.00391,0.83291,0.00269,0.55339,-0.00215,-0.00109,0.00052,
1403638519627829504,-0.00096,0.00004,-0.00197,-0.00390,0.83289,0.00274,0.55341,-0.00232,-0.00142,0.00038,
1403638519727829504,-0.00055,0.00016,-0.00093,-0.00387,0.83295,0.00277,0.55332,-0.00153,0.00059,-0.00071,
1403638519827829504,-0.00041,0.00013,-0.00064,-0.00391,0.83298,0.00277,0.55329,-0.00115,0.00131,-0.00088,
1403638519927829504,-0.00035,0.00013,-0.00054,-0.00400,0.83299,0.00280,0.55327,-0.00006,0.00127,-0.00070,
1403638520027829504,-0.00042,0.00019,-0.00073,-0.00408,0.83300,0.00284,0.55325,-0.00077,0.00115,-0.00114,
1403638520127829504,-0.00033,0.00017,-0.00050,-0.00408,0.83298,0.00285,0.55328,-0.00056,0.00118,-0.00062,
1403638520227829504,-0.00032,0.00011,-0.00051,-0.00411,0.83301,0.00289,0.55323,-0.00063,0.00122,-0.00016,
1403638520327829504,-0.00039,0.00019,-0.00048,-0.00409,0.83298,0.00294,0.55328,-0.00085,0.00080,0.00006,
1403638520427829504,-0.00031,0.00014,-0.00035,-0.00408,0.83297,0.00292,0.55330,-0.00029,0.00137,0.00030,
1403638520527829504,-0.00024,0.00010,-0.00041,-0.00415,0.83300,0.00289,0.55326,-0.00028,0.00136,-0.00055,
1403638520627829504,-0.00025,0.00010,-0.00041,-0.00420,0.83300,0.00292,0.55325,0.00005,0.00095,-0.00026,
1403638520727829504,-0.00035,0.00018,-0.00063,-0.00423,0.83303,0.00293,0.55321,-0.00023,0.00103,-0.00082,
1403638520827829504,-0.00039,0.00029,-0.00070,-0.00425,0.83302,0.00290,0.55321,-0.00081,0.00120,-0.00084,
1403638520927829504,-0.00050,0.00035,-0.00085,-0.00421,0.83296,0.00304,0.55330,-0.00152,0.00033,-0.00132,
1403638521027829504,-0.00025,0.00005,-0.00038,-0.00418,0.83294,0.00307,0.55334,-0.00056,0.00052,-0.00094,
1403638521127829504,-0.00018,0.00001,-0.00026,-0.00421,0.83297,0.00295,0.55330,0.00083,0.00130,0.00158,
1403638521227829504,-0.00017,-0.00006,-0.00027,-0.00410,0.83298,0.00308,0.55328,-0.00097,0.00060,-0.00149,
1403638521327829504,-0.00009,-0.00012,-0.00018,-0.00401,0.83298,0.00340,0.55327,-0.00006,0.00129,-0.00108,
1403638521427829504,-0.00015,0.00007,-0.00029,-0.00428,0.83298,0.00312,0.55327,0.00010,0.00157,-0.00000,
1403638521527829504,-0.00002,0.00011,-0.00027,-0.00448,0.83304,0.00239,0.55318,-0.00032,0.00052,-0.00169,
1403638521627829504,0.00007,-0.00002,-0.00027,-0.00427,0.83299,0.00266,0.55326,0.00049,-0.00473,0.00072,
1403638521727829504,-0.00010,0.00013,-0.00030,-0.00470,0.83299,0.00244,0.55327,-0.00153,0.00285,0.00056,
1403638521827829504,-0.00003,-0.00000,-0.00013,-0.00447,0.83302,0.00295,0.55322,-0.00022,-0.00288,0.00063,
1403638521927829504,0.00020,0.00046,0.00012,-0.00530,0.83304,0.00279,0.55318,0.00610,0.00309,0.00364,
1403638522027829504,0.00135,0.00126,0.00038,-0.00682,0.83331,0.00575,0.55274,0.00958,0.00485,0.01022,
1403638522127829504,0.00164,0.00234,0.00513,-0.00657,0.83601,0.00761,0.54862,0.00443,0.02550,0.09814,
1403638522227829504,0.00239,0.00448,0.02122,-0.01162,0.83389,0.00820,0.55175,0.01651,0.01782,0.22175,
1403638522327829504,0.00531,0.00623,0.05260,-0.01928,0.82814,0.01087,0.56008,0.03259,0.00308,0.36079,
1403638522427829504,0.00820,0.00632,0.09310,-0.03054,0.82572,0.01559,0.56304,0.03270,0.00363,0.43533,
1403638522527829504,0.01026,0.00600,0.13918,-0.04658,0.82624,0.01941,0.56106,0.02803,0.00102,0.46144,
1403638522627829504,0.01291,0.00448,0.18727,-0.06628,0.82488,0.02585,0.56081,0.05412,-0.00794,0.47815,
1403638522727829504,0.01979,0.00389,0.23684,-0.07589,0.81964,0.03852,0.56653,0.06458,0.01473,0.50282,
1403638522827829504,0.02666,0.00730,0.28739,-0.07389,0.81415,0.03522,0.57486,0.05685,0.01119,0.51847,
1403638522927829504,0.02810,0.00880,0.33809,-0.07927,0.80721,0.02550,0.58437,0.02455,-0.02870,0.49837,
1403638523027829504,0.03071,0.01093,0.37855,-0.06059,0.80368,0.00810,0.59191,0.01853,-0.04034,0.35967,
1403638523127829504,0.03091,0.00862,0.40462,-0.05571,0.80190,0.00581,0.59483,-0.00396,-0.04202,0.16604,
1403638523227829504,0.02953,0.00156,0.40965,-0.05248,0.80067,0.00613,0.59678,-0.01772,-0.08465,-0.07853,
1403638523327829504,0.03116,-0.00497,0.38671,-0.03900,0.79886,0.00297,0.60025,0.01195,-0.05405,-0.32517,
